gene,org,cluster
1295,SS51,GC_00001813
1295,MIT9201,GC_00001926
1295,SS35,GC_00002074
1295,AS9601,GC_00002174
1295,"NATL1A",GC_00002361
1295,"NATL2A",GC_00003753
1295,MIT9303,GC_00005092
1295,MIT9314,GC_00005494
1296,MIT9314,GC_00000109
1296,MIT9313,GC_00000125
1296,MIT9321,GC_00000160
1296,MIT9322,GC_00000179
1296,MIT9107,GC_00000266
1296,MIT9302,GC_00000281
1296,MED4,GC_00000319
1296,GP2,GC_00000535
1296,CCMP1375,GC_00000575
1296,"NATL2A",GC_00000607
1296,SS35,GC_00000705
1296,MIT9116,GC_00000732
1296,MIT9301,GC_00000740
1296,MIT9211,GC_00000917
1296,SB,GC_00000959
1296,MIT9201,GC_00001031
1296,MIT9312,GC_00001119
1296,MIT9515,GC_00001148
1296,MIT9123,GC_00001203
1296,MIT9202,GC_00001368
1296,MIT9401,GC_00001384
1296,EQPAC1,GC_00001459
1296,MIT9311,GC_00001466
1296,MIT9215,GC_00001477
1296,MIT9303,GC_00001766
1296,LG,GC_00002075
1296,SS2,GC_00002259
1296,SS51,GC_00002302
1296,"NATL1A",GC_00003493
1296,PAC1,GC_00003870
1296,AS9601,GC_00005465
1297,MIT9322,GC_00000155
1297,SS35,GC_00000245
1297,MIT9107,GC_00000252
1297,MED4,GC_00000328
1297,CCMP1375,GC_00000353
1297,MIT9211,GC_00000385
1297,MIT9312,GC_00000552
1297,MIT9202,GC_00000639
1297,MIT9515,GC_00000707
1297,MIT9401,GC_00000718
1297,EQPAC1,GC_00000776
1297,MIT9311,GC_00000822
1297,SS51,GC_00000835
1297,MIT9313,GC_00000852
1297,MIT9201,GC_00000949
1297,MIT9123,GC_00000974
1297,MIT9301,GC_00001030
1297,MIT9314,GC_00001121
1297,MIT9116,GC_00001155
1297,MIT9215,GC_00001379
1297,MIT9302,GC_00001424
1297,MIT9321,GC_00001512
1297,GP2,GC_00001613
1297,SB,GC_00001616
1297,LG,GC_00001780
1297,SS2,GC_00002720
1297,"NATL2A",GC_00003438
1297,"NATL1A",GC_00003477
1297,PAC1,GC_00003561
1297,MIT9303,GC_00004625
1297,AS9601,GC_00005440
1298,MIT9215,GC_00000001
1298,SS2,GC_00000002
1298,"NATL2A",GC_00000046
1298,MIT9202,GC_00000111
1298,MIT9515,GC_00000137
1298,LG,GC_00000268
1298,MIT9107,GC_00000278
1298,MIT9301,GC_00000299
1298,MIT9211,GC_00000317
1298,SS35,GC_00000331
1298,MIT9322,GC_00000359
1298,CCMP1375,GC_00000407
1298,MIT9401,GC_00000457
1298,MIT9312,GC_00000496
1298,MIT9314,GC_00000517
1298,SS51,GC_00000562
1298,MIT9302,GC_00000595
1298,MIT9321,GC_00000617
1298,MIT9116,GC_00000822
1298,PAC1,GC_00000849
1298,MIT9201,GC_00000855
1298,MIT9303,GC_00000911
1298,EQPAC1,GC_00000956
1298,SB,GC_00000962
1298,GP2,GC_00001114
1298,MIT9311,GC_00001155
1298,MED4,GC_00001208
1298,MIT9123,GC_00001481
1298,"NATL1A",GC_00004938
1298,MIT9313,GC_00005155
1298,AS9601,GC_00007039
1299,MIT9215,GC_00000001
1299,LG,GC_00000022
1299,CCMP1375,GC_00000077
1299,SS35,GC_00000100
1299,"NATL2A",GC_00000266
1299,SS51,GC_00000344
1299,MIT9401,GC_00000569
1299,MIT9322,GC_00000612
1299,MIT9312,GC_00000677
1299,MIT9302,GC_00000708
1299,MIT9311,GC_00000732
1299,MIT9515,GC_00000740
1299,MIT9202,GC_00000775
1299,MIT9321,GC_00000778
1299,MIT9201,GC_00000797
1299,MIT9314,GC_00000990
1299,SB,GC_00001025
1299,EQPAC1,GC_00001042
1299,MIT9123,GC_00001247
1299,MIT9107,GC_00001445
1299,MIT9116,GC_00001466
1299,GP2,GC_00001483
1299,MED4,GC_00001550
1299,MIT9211,GC_00001841
1299,SS2,GC_00001888
1299,MIT9313,GC_00002006
1299,PAC1,GC_00002045
1299,MIT9301,GC_00003374
1299,"NATL1A",GC_00003444
1299,MIT9303,GC_00004547
1299,AS9601,GC_00006815
1300,GP2,GC_00000002
1300,SS2,GC_00000002
1300,MIT9215,GC_00000004
1300,MIT9314,GC_00000019
1300,SS51,GC_00000193
1300,MIT9116,GC_00000218
1300,MIT9322,GC_00000250
1300,"NATL2A",GC_00000252
1300,EQPAC1,GC_00000269
1300,MIT9211,GC_00000315
1300,MIT9311,GC_00000570
1300,SS35,GC_00000578
1300,MIT9321,GC_00000716
1300,LG,GC_00000737
1300,MIT9401,GC_00000792
1300,MIT9302,GC_00000981
1300,MIT9515,GC_00001030
1300,MIT9201,GC_00001167
1300,MED4,GC_00001311
1300,MIT9107,GC_00001363
1300,MIT9123,GC_00001378
1300,MIT9202,GC_00001577
1300,"NATL1A",GC_00001651
1300,SB,GC_00001692
1300,CCMP1375,GC_00001764
1300,MIT9313,GC_00001792
1300,MIT9312,GC_00001909
1300,MIT9301,GC_00001983
1300,MIT9303,GC_00002133
1300,PAC1,GC_00003780
1300,AS9601,GC_00006439
1301,MIT9312,GC_00000001
1301,MIT9215,GC_00000008
1301,SS51,GC_00000017
1301,MIT9211,GC_00000138
1301,MIT9302,GC_00000256
1301,"NATL2A",GC_00000278
1301,MIT9515,GC_00000299
1301,MIT9321,GC_00000425
1301,MIT9107,GC_00000427
1301,MIT9322,GC_00000527
1301,MIT9116,GC_00000597
1301,MIT9201,GC_00000601
1301,MIT9202,GC_00000890
1301,MED4,GC_00001011
1301,EQPAC1,GC_00001084
1301,MIT9311,GC_00001205
1301,MIT9314,GC_00001262
1301,MIT9123,GC_00001310
1301,GP2,GC_00001342
1301,MIT9401,GC_00001465
1301,MIT9301,GC_00001629
1301,"NATL1A",GC_00001650
1301,LG,GC_00001727
1301,PAC1,GC_00001812
1301,CCMP1375,GC_00002035
1301,SS2,GC_00002284
1301,SB,GC_00002344
1301,SS35,GC_00002713
1301,MIT9303,GC_00004289
1301,MIT9313,GC_00004991
1301,AS9601,GC_00005693
1302,MIT9314,GC_00000005
1302,MIT9302,GC_00000031
1302,EQPAC1,GC_00000133
1302,SS51,GC_00000236
1302,MIT9322,GC_00000437
1302,MIT9107,GC_00000512
1302,CCMP1375,GC_00000635
1302,GP2,GC_00000693
1302,LG,GC_00000745
1302,MIT9515,GC_00000845
1302,MED4,GC_00000860
1302,MIT9116,GC_00001051
1302,MIT9202,GC_00001127
1302,MIT9123,GC_00001216
1302,MIT9311,GC_00001228
1302,MIT9401,GC_00001280
1302,MIT9321,GC_00001450
1302,MIT9312,GC_00001581
1302,MIT9215,GC_00001639
1302,SS2,GC_00001645
1302,"NATL1A",GC_00001649
1302,"NATL2A",GC_00001793
1302,MIT9211,GC_00001795
1302,MIT9301,GC_00001984
1302,MIT9201,GC_00002110
1302,SS35,GC_00002131
1302,PAC1,GC_00003676
1302,MIT9303,GC_00004838
1302,MIT9313,GC_00004937
1302,SB,GC_00005558
1302,AS9601,GC_00006155
1303,MIT9301,GC_00000025
1303,MIT9401,GC_00000261
1303,MIT9313,GC_00000284
1303,MIT9322,GC_00000296
1303,LG,GC_00000478
1303,MIT9302,GC_00000535
1303,MIT9211,GC_00000593
1303,MIT9123,GC_00000643
1303,EQPAC1,GC_00000689
1303,MIT9311,GC_00000693
1303,MIT9107,GC_00000697
1303,MIT9321,GC_00001134
1303,MIT9116,GC_00001146
1303,MIT9312,GC_00001179
1303,GP2,GC_00001228
1303,MIT9202,GC_00001248
1303,MED4,GC_00001279
1303,MIT9201,GC_00001484
1303,MIT9215,GC_00001573
1303,"NATL1A",GC_00001624
1303,SB,GC_00001634
1303,SS2,GC_00001645
1303,"NATL2A",GC_00001834
1303,AS9601,GC_00001984
1303,SS51,GC_00002102
1303,MIT9515,GC_00002174
1303,CCMP1375,GC_00002274
1303,MIT9314,GC_00002378
1303,SS35,GC_00002399
1303,PAC1,GC_00003742
1303,MIT9303,GC_00005211
1304,SS2,GC_00000002
1304,CCMP1375,GC_00000021
1304,AS9601,GC_00000025
1304,MIT9312,GC_00000079
1304,MIT9322,GC_00000115
1304,SS51,GC_00000173
1304,MED4,GC_00000185
1304,MIT9107,GC_00000197
1304,MIT9313,GC_00000313
1304,"NATL2A",GC_00000427
1304,EQPAC1,GC_00000760
1304,MIT9202,GC_00000835
1304,MIT9301,GC_00000986
1304,MIT9215,GC_00001001
1304,GP2,GC_00001205
1304,MIT9116,GC_00001326
1304,MIT9314,GC_00001328
1304,MIT9311,GC_00001342
1304,MIT9321,GC_00001356
1304,MIT9401,GC_00001438
1304,MIT9201,GC_00001491
1304,MIT9123,GC_00001493
1304,MIT9302,GC_00001613
1304,SB,GC_00001688
1304,LG,GC_00001753
1304,SS35,GC_00002153
1304,"NATL1A",GC_00003105
1304,PAC1,GC_00003806
1304,MIT9303,GC_00004256
1304,MIT9515,GC_00006658
1304,MIT9211,GC_00006699
1305,SS2,GC_00000001
1305,MIT9311,GC_00000002
1305,CCMP1375,GC_00000073
1305,MIT9116,GC_00000112
1305,MIT9123,GC_00000134
1305,MIT9312,GC_00000142
1305,MIT9515,GC_00000319
1305,EQPAC1,GC_00000416
1305,MIT9211,GC_00000468
1305,SS51,GC_00000508
1305,"NATL2A",GC_00000512
1305,MIT9401,GC_00000553
1305,MIT9322,GC_00000558
1305,MIT9202,GC_00000562
1305,GP2,GC_00000570
1305,PAC1,GC_00000781
1305,MIT9201,GC_00000977
1305,AS9601,GC_00000986
1305,MIT9314,GC_00001049
1305,MIT9302,GC_00001114
1305,MIT9107,GC_00001249
1305,MED4,GC_00001446
1305,MIT9321,GC_00001615
1305,SB,GC_00001633
1305,MIT9215,GC_00001668
1305,MIT9301,GC_00001699
1305,"NATL1A",GC_00001986
1305,LG,GC_00002082
1305,SS35,GC_00002393
1305,MIT9303,GC_00004580
1305,MIT9313,GC_00004664
1306,SS2,GC_00000001
1306,EQPAC1,GC_00000093
1306,MIT9303,GC_00000128
1306,LG,GC_00000216
1306,MIT9314,GC_00000217
1306,MIT9211,GC_00000225
1306,MIT9401,GC_00000262
1306,MIT9301,GC_00000319
1306,MIT9202,GC_00000344
1306,MIT9116,GC_00000443
1306,SS51,GC_00000530
1306,MIT9322,GC_00000549
1306,MIT9215,GC_00000609
1306,MIT9321,GC_00000631
1306,"NATL2A",GC_00000697
1306,MIT9312,GC_00000712
1306,GP2,GC_00000732
1306,MIT9107,GC_00000753
1306,MIT9123,GC_00000782
1306,MIT9515,GC_00000826
1306,MED4,GC_00000886
1306,PAC1,GC_00000918
1306,SB,GC_00001263
1306,MIT9302,GC_00001483
1306,MIT9311,GC_00001540
1306,MIT9201,GC_00001561
1306,CCMP1375,GC_00001806
1306,SS35,GC_00002418
1306,"NATL1A",GC_00002992
1306,MIT9313,GC_00004599
1306,AS9601,GC_00007263
1307,MIT9312,GC_00000189
1307,MIT9202,GC_00000193
1307,"NATL2A",GC_00000197
1307,MIT9314,GC_00000288
1307,MIT9211,GC_00000333
1307,MIT9322,GC_00000587
1307,CCMP1375,GC_00000604
1307,MIT9321,GC_00000702
1307,MIT9116,GC_00000709
1307,MIT9107,GC_00000785
1307,MIT9123,GC_00000821
1307,MIT9401,GC_00000823
1307,MIT9301,GC_00000826
1307,MIT9303,GC_00000848
1307,MIT9515,GC_00000940
1307,MED4,GC_00000991
1307,EQPAC1,GC_00001010
1307,MIT9215,GC_00001119
1307,GP2,GC_00001155
1307,SB,GC_00001358
1307,MIT9311,GC_00001483
1307,MIT9302,GC_00001540
1307,MIT9201,GC_00001681
1307,PAC1,GC_00001820
1307,LG,GC_00002338
1307,SS51,GC_00002415
1307,SS2,GC_00002594
1307,SS35,GC_00002640
1307,"NATL1A",GC_00002857
1307,MIT9313,GC_00003736
1307,AS9601,GC_00007333
1308,MIT9302,GC_00000002
1308,SS51,GC_00000011
1308,MIT9202,GC_00000017
1308,MIT9201,GC_00000027
1308,CCMP1375,GC_00000083
1308,AS9601,GC_00000319
1308,MIT9314,GC_00000367
1308,MIT9322,GC_00000469
1308,MIT9215,GC_00000552
1308,MIT9123,GC_00000572
1308,MIT9321,GC_00000645
1308,MIT9211,GC_00000717
1308,PAC1,GC_00000754
1308,GP2,GC_00000822
1308,MIT9301,GC_00000940
1308,MIT9312,GC_00000997
1308,MIT9311,GC_00001114
1308,EQPAC1,GC_00001139
1308,MED4,GC_00001285
1308,MIT9401,GC_00001392
1308,MIT9107,GC_00001451
1308,MIT9116,GC_00001455
1308,SB,GC_00001684
1308,MIT9515,GC_00001925
1308,SS2,GC_00002216
1308,LG,GC_00002323
1308,SS35,GC_00002621
1308,"NATL1A",GC_00002850
1308,MIT9313,GC_00003736
1308,"NATL2A",GC_00003823
1308,MIT9303,GC_00004926
1309,CCMP1375,GC_00000057
1309,MIT9322,GC_00000075
1309,MIT9321,GC_00000145
1309,MIT9202,GC_00000236
1309,MIT9515,GC_00000328
1309,MIT9215,GC_00000496
1309,LG,GC_00000503
1309,MIT9211,GC_00000581
1309,MIT9303,GC_00000638
1309,MIT9107,GC_00000679
1309,MIT9116,GC_00000733
1309,"NATL2A",GC_00000753
1309,MIT9312,GC_00000809
1309,AS9601,GC_00000826
1309,MIT9401,GC_00000939
1309,MED4,GC_00001322
1309,MIT9302,GC_00001342
1309,MIT9314,GC_00001389
1309,EQPAC1,GC_00001403
1309,MIT9123,GC_00001456
1309,GP2,GC_00001466
1309,MIT9201,GC_00001571
1309,MIT9311,GC_00001613
1309,PAC1,GC_00001801
1309,SB,GC_00001866
1309,MIT9301,GC_00001925
1309,SS51,GC_00002304
1309,SS2,GC_00002320
1309,SS35,GC_00002405
1309,MIT9313,GC_00004989
1309,"NATL1A",GC_00006469
1310,CCMP1375,GC_00000098
1310,PAC1,GC_00000116
1310,MIT9313,GC_00000168
1310,GP2,GC_00000218
1310,EQPAC1,GC_00000282
1310,MIT9301,GC_00000328
1310,MIT9322,GC_00000345
1310,SS51,GC_00000520
1310,MIT9311,GC_00000535
1310,MIT9312,GC_00000591
1310,MIT9215,GC_00000677
1310,MIT9302,GC_00000693
1310,MIT9401,GC_00000720
1310,MIT9314,GC_00000747
1310,LG,GC_00000749
1310,"NATL2A",GC_00000785
1310,AS9601,GC_00000940
1310,MED4,GC_00001032
1310,MIT9107,GC_00001038
1310,MIT9321,GC_00001060
1310,MIT9116,GC_00001076
1310,MIT9123,GC_00001435
1310,MIT9202,GC_00001437
1310,MIT9201,GC_00001537
1310,SS2,GC_00001830
1310,SS35,GC_00002503
1310,"NATL1A",GC_00003748
1310,SB,GC_00004142
1310,MIT9303,GC_00004883
1310,MIT9211,GC_00005219
1310,MIT9515,GC_00006279
1311,MIT9311,GC_00000031
1311,MIT9313,GC_00000081
1311,MIT9211,GC_00000085
1311,MIT9202,GC_00000173
1311,MIT9322,GC_00000199
1311,MIT9107,GC_00000455
1311,SS51,GC_00000483
1311,MIT9312,GC_00000534
1311,MIT9321,GC_00000545
1311,GP2,GC_00000597
1311,MIT9116,GC_00000710
1311,LG,GC_00000735
1311,EQPAC1,GC_00000758
1311,PAC1,GC_00000799
1311,SS35,GC_00000876
1311,MIT9201,GC_00000881
1311,MIT9123,GC_00000888
1311,MED4,GC_00000909
1311,MIT9401,GC_00001120
1311,MIT9301,GC_00001208
1311,MIT9515,GC_00001208
1311,MIT9302,GC_00001228
1311,MIT9314,GC_00001299
1311,SS2,GC_00001839
1311,SB,GC_00001912
1311,AS9601,GC_00001925
1311,CCMP1375,GC_00002236
1311,"NATL2A",GC_00003457
1311,"NATL1A",GC_00003590
1311,MIT9303,GC_00004553
1311,MIT9215,GC_00005106
1312,PAC1,GC_00000011
1312,MIT9321,GC_00000091
1312,SS2,GC_00000153
1312,MIT9311,GC_00000256
1312,AS9601,GC_00000328
1312,MIT9211,GC_00000339
1312,MIT9401,GC_00000380
1312,MED4,GC_00000404
1312,LG,GC_00000433
1312,MIT9116,GC_00000490
1312,MIT9202,GC_00000508
1312,CCMP1375,GC_00000550
1312,MIT9123,GC_00000557
1312,MIT9322,GC_00000653
1312,MIT9312,GC_00000769
1312,SB,GC_00000831
1312,SS35,GC_00000910
1312,GP2,GC_00001051
1312,EQPAC1,GC_00001188
1312,MIT9302,GC_00001205
1312,MIT9515,GC_00001311
1312,MIT9107,GC_00001343
1312,MIT9314,GC_00001348
1312,MIT9201,GC_00001420
1312,MIT9301,GC_00001550
1312,MIT9313,GC_00001854
1312,SS51,GC_00001860
1312,MIT9215,GC_00001973
1312,"NATL1A",GC_00002791
1312,"NATL2A",GC_00003474
1312,MIT9303,GC_00005005
1313,PAC1,GC_00000151
1313,LG,GC_00000170
1313,CCMP1375,GC_00000191
1313,MIT9314,GC_00000324
1313,MIT9401,GC_00000406
1313,MIT9321,GC_00000467
1313,MIT9123,GC_00000482
1313,MIT9202,GC_00000530
1313,MIT9302,GC_00000570
1313,MIT9107,GC_00000588
1313,MIT9322,GC_00000598
1313,SS2,GC_00000644
1313,"NATL2A",GC_00000679
1313,MED4,GC_00000680
1313,MIT9211,GC_00000773
1313,MIT9303,GC_00000866
1313,MIT9313,GC_00000875
1313,MIT9311,GC_00000981
1313,MIT9515,GC_00001011
1313,GP2,GC_00001146
1313,EQPAC1,GC_00001152
1313,MIT9215,GC_00001179
1313,MIT9312,GC_00001186
1313,MIT9116,GC_00001198
1313,AS9601,GC_00001208
1313,MIT9301,GC_00001311
1313,MIT9201,GC_00001682
1313,SB,GC_00001697
1313,SS51,GC_00002064
1313,SS35,GC_00002657
1313,"NATL1A",GC_00003495
1314,MIT9312,GC_00000042
1314,MIT9215,GC_00000079
1314,MIT9322,GC_00000158
1314,MIT9107,GC_00000204
1314,SS51,GC_00000215
1314,MIT9401,GC_00000292
1314,MIT9313,GC_00000368
1314,PAC1,GC_00000387
1314,MIT9211,GC_00000408
1314,SS35,GC_00000620
1314,MIT9123,GC_00000672
1314,MIT9311,GC_00000708
1314,MIT9302,GC_00000732
1314,MIT9515,GC_00000860
1314,MIT9116,GC_00000872
1314,MIT9201,GC_00000955
1314,MIT9301,GC_00001011
1314,EQPAC1,GC_00001022
1314,SB,GC_00001172
1314,MIT9314,GC_00001233
1314,GP2,GC_00001326
1314,MIT9321,GC_00001521
1314,AS9601,GC_00001550
1314,"NATL2A",GC_00001743
1314,LG,GC_00001856
1314,MED4,GC_00001980
1314,MIT9202,GC_00001981
1314,CCMP1375,GC_00002257
1314,SS2,GC_00002552
1314,"NATL1A",GC_00003551
1314,MIT9303,GC_00005126
1315,LG,GC_00000012
1315,GP2,GC_00000112
1315,MIT9215,GC_00000142
1315,CCMP1375,GC_00000237
1315,MIT9321,GC_00000290
1315,MIT9123,GC_00000408
1315,SS51,GC_00000432
1315,"NATL2A",GC_00000455
1315,MIT9311,GC_00000595
1315,MIT9211,GC_00000672
1315,PAC1,GC_00000685
1315,EQPAC1,GC_00000765
1315,MIT9116,GC_00000791
1315,MIT9301,GC_00000860
1315,SB,GC_00000979
1315,MIT9202,GC_00001017
1315,MIT9322,GC_00001082
1315,MIT9312,GC_00001148
1315,MIT9302,GC_00001155
1315,MIT9401,GC_00001227
1315,MED4,GC_00001237
1315,MIT9314,GC_00001261
1315,MIT9515,GC_00001279
1315,AS9601,GC_00001311
1315,SS2,GC_00001554
1315,MIT9201,GC_00001585
1315,MIT9107,GC_00001657
1315,SS35,GC_00001746
1315,"NATL1A",GC_00003938
1315,MIT9313,GC_00004468
1315,MIT9303,GC_00004604
1316,MIT9515,GC_00000002
1316,LG,GC_00000135
1316,MIT9201,GC_00000157
1316,EQPAC1,GC_00000223
1316,PAC1,GC_00000298
1316,MIT9322,GC_00000301
1316,GP2,GC_00000443
1316,SS51,GC_00000446
1316,MIT9211,GC_00000482
1316,MIT9314,GC_00000618
1316,MIT9312,GC_00000707
1316,MIT9215,GC_00000712
1316,MIT9123,GC_00000773
1316,MIT9302,GC_00000822
1316,MIT9321,GC_00000874
1316,MED4,GC_00001000
1316,AS9601,GC_00001011
1316,MIT9202,GC_00001047
1316,MIT9107,GC_00001177
1316,MIT9301,GC_00001279
1316,MIT9401,GC_00001324
1316,MIT9311,GC_00001424
1316,SB,GC_00001676
1316,MIT9116,GC_00001717
1316,SS2,GC_00001944
1316,CCMP1375,GC_00002104
1316,SS35,GC_00002299
1316,"NATL1A",GC_00003148
1316,"NATL2A",GC_00003781
1316,MIT9303,GC_00004442
1316,MIT9313,GC_00004668
1317,MIT9301,GC_00000002
1317,MIT9201,GC_00000010
1317,LG,GC_00000095
1317,MIT9312,GC_00000137
1317,MIT9515,GC_00000185
1317,MIT9215,GC_00000189
1317,CCMP1375,GC_00000200
1317,MIT9311,GC_00000281
1317,PAC1,GC_00000289
1317,SS51,GC_00000309
1317,MIT9123,GC_00000339
1317,MIT9321,GC_00000382
1317,MIT9202,GC_00000520
1317,MIT9211,GC_00000557
1317,EQPAC1,GC_00000613
1317,MIT9107,GC_00000650
1317,MIT9314,GC_00000657
1317,GP2,GC_00000709
1317,SS2,GC_00000802
1317,AS9601,GC_00000860
1317,MIT9401,GC_00001066
1317,MIT9116,GC_00001123
1317,MED4,GC_00001293
1317,MIT9322,GC_00001415
1317,MIT9302,GC_00001466
1317,SB,GC_00001698
1317,"NATL1A",GC_00002382
1317,SS35,GC_00002653
1317,"NATL2A",GC_00003456
1317,MIT9313,GC_00004673
1317,MIT9303,GC_00005183
1318,"NATL1A",GC_00000025
1318,MIT9123,GC_00000085
1318,MIT9311,GC_00000090
1318,MIT9301,GC_00000185
1318,LG,GC_00000206
1318,MIT9302,GC_00000218
1318,MIT9321,GC_00000254
1318,MIT9322,GC_00000279
1318,MIT9314,GC_00000356
1318,MED4,GC_00000409
1318,CCMP1375,GC_00000417
1318,MIT9201,GC_00000435
1318,MIT9202,GC_00000483
1318,MIT9401,GC_00000548
1318,SS51,GC_00000551
1318,"NATL2A",GC_00000588
1318,PAC1,GC_00000686
1318,MIT9312,GC_00000740
1318,EQPAC1,GC_00000793
1318,MIT9107,GC_00000840
1318,MIT9211,GC_00000888
1318,SB,GC_00000905
1318,MIT9116,GC_00000989
1318,MIT9215,GC_00000997
1318,AS9601,GC_00001279
1318,MIT9515,GC_00001446
1318,GP2,GC_00001455
1318,SS35,GC_00001791
1318,MIT9313,GC_00001990
1318,SS2,GC_00002221
1318,MIT9303,GC_00004563
1319,AS9601,GC_00000002
1319,MIT9322,GC_00000103
1319,MIT9201,GC_00000165
1319,"NATL2A",GC_00000204
1319,MIT9314,GC_00000224
1319,MIT9311,GC_00000243
1319,EQPAC1,GC_00000371
1319,LG,GC_00000415
1319,SS35,GC_00000523
1319,MIT9302,GC_00000597
1319,MIT9107,GC_00000630
1319,MIT9401,GC_00000641
1319,MED4,GC_00000670
1319,GP2,GC_00000733
1319,MIT9215,GC_00000809
1319,MIT9515,GC_00000886
1319,MIT9312,GC_00001030
1319,MIT9202,GC_00001150
1319,MIT9321,GC_00001244
1319,MIT9123,GC_00001426
1319,MIT9301,GC_00001446
1319,SB,GC_00001531
1319,SS2,GC_00001951
1319,CCMP1375,GC_00002668
1319,MIT9116,GC_00002887
1319,PAC1,GC_00003621
1319,"NATL1A",GC_00003691
1319,MIT9313,GC_00004657
1319,MIT9303,GC_00004676
1319,MIT9211,GC_00005236
1319,SS51,GC_00005267
1320,MIT9401,GC_00000064
1320,LG,GC_00000123
1320,AS9601,GC_00000185
1320,MIT9312,GC_00000299
1320,MIT9311,GC_00000348
1320,MIT9322,GC_00000374
1320,MIT9303,GC_00000377
1320,MED4,GC_00000388
1320,MIT9201,GC_00000392
1320,SS51,GC_00000441
1320,MIT9123,GC_00000581
1320,MIT9107,GC_00000584
1320,EQPAC1,GC_00000589
1320,MIT9215,GC_00000591
1320,MIT9321,GC_00000682
1320,MIT9301,GC_00000886
1320,MIT9116,GC_00000930
1320,MIT9202,GC_00000946
1320,SB,GC_00000965
1320,MIT9515,GC_00000991
1320,MIT9302,GC_00001051
1320,GP2,GC_00001076
1320,SS35,GC_00001785
1320,CCMP1375,GC_00001964
1320,"NATL1A",GC_00002218
1320,SS2,GC_00002314
1320,"NATL2A",GC_00002843
1320,MIT9314,GC_00003268
1320,PAC1,GC_00003483
1320,MIT9313,GC_00005034
1320,MIT9211,GC_00006251
1321,MIT9313,GC_00000001
1321,MIT9314,GC_00000013
1321,MIT9401,GC_00000064
1321,SS35,GC_00000087
1321,LG,GC_00000121
1321,MIT9202,GC_00000215
1321,MED4,GC_00000244
1321,CCMP1375,GC_00000264
1321,MIT9215,GC_00000534
1321,MIT9211,GC_00000572
1321,PAC1,GC_00000625
1321,GP2,GC_00000710
1321,MIT9123,GC_00000717
1321,SS51,GC_00000832
1321,MIT9116,GC_00000921
1321,MIT9321,GC_00000944
1321,MIT9301,GC_00000991
1321,MIT9107,GC_00001005
1321,MIT9302,GC_00001146
1321,MIT9515,GC_00001285
1321,AS9601,GC_00001446
1321,MIT9311,GC_00001504
1321,MIT9201,GC_00001994
1321,EQPAC1,GC_00002171
1321,SS2,GC_00002430
1321,SB,GC_00002858
1321,MIT9322,GC_00003224
1321,MIT9312,GC_00003374
1321,"NATL2A",GC_00003441
1321,"NATL1A",GC_00003672
1321,MIT9303,GC_00004876
1322,MIT9313,GC_00000001
1322,SB,GC_00000004
1322,LG,GC_00000012
1322,MIT9311,GC_00000055
1322,EQPAC1,GC_00000312
1322,MIT9312,GC_00000319
1322,MIT9123,GC_00000333
1322,MED4,GC_00000376
1322,MIT9314,GC_00000440
1322,GP2,GC_00000490
1322,MIT9401,GC_00000599
1322,CCMP1375,GC_00000628
1322,PAC1,GC_00000757
1322,MIT9215,GC_00000769
1322,SS2,GC_00000797
1322,SS35,GC_00000806
1322,MIT9211,GC_00000821
1322,MIT9321,GC_00000883
1322,AS9601,GC_00000886
1322,MIT9201,GC_00000900
1322,MIT9116,GC_00000928
1322,MIT9107,GC_00001034
1322,MIT9301,GC_00001285
1322,MIT9202,GC_00001318
1322,MIT9515,GC_00001322
1322,MIT9302,GC_00001326
1322,"NATL2A",GC_00002069
1322,SS51,GC_00002335
1322,MIT9322,GC_00003181
1322,"NATL1A",GC_00003309
1322,MIT9303,GC_00005094
1323,MIT9313,GC_00000001
1323,MIT9302,GC_00000112
1323,LG,GC_00000187
1323,SS51,GC_00000195
1323,MIT9123,GC_00000225
1323,MIT9202,GC_00000432
1323,MIT9322,GC_00000462
1323,EQPAC1,GC_00000531
1323,MIT9321,GC_00000561
1323,"NATL2A",GC_00000650
1323,MIT9401,GC_00000662
1323,MED4,GC_00000742
1323,SS2,GC_00000794
1323,MIT9312,GC_00000826
1323,SS35,GC_00000838
1323,MIT9107,GC_00000864
1323,AS9601,GC_00000991
1323,MIT9515,GC_00001032
1323,MIT9201,GC_00001183
1323,MIT9215,GC_00001186
1323,GP2,GC_00001198
1323,MIT9314,GC_00001294
1323,MIT9301,GC_00001322
1323,MIT9311,GC_00001520
1323,MIT9116,GC_00001535
1323,CCMP1375,GC_00001771
1323,PAC1,GC_00001934
1323,MIT9211,GC_00001938
1323,SB,GC_00002969
1323,"NATL1A",GC_00003233
1323,MIT9303,GC_00005208
1324,MIT9314,GC_00000026
1324,MIT9215,GC_00000042
1324,MIT9303,GC_00000119
1324,MIT9401,GC_00000132
1324,MIT9211,GC_00000134
1324,MIT9311,GC_00000203
1324,MIT9321,GC_00000327
1324,MIT9302,GC_00000443
1324,MIT9202,GC_00000446
1324,LG,GC_00000465
1324,MIT9123,GC_00000468
1324,EQPAC1,GC_00000518
1324,PAC1,GC_00000526
1324,MIT9107,GC_00000594
1324,MIT9313,GC_00000609
1324,"NATL2A",GC_00000630
1324,MED4,GC_00000739
1324,GP2,GC_00000872
1324,MIT9515,GC_00000909
1324,MIT9312,GC_00000940
1324,CCMP1375,GC_00001013
1324,MIT9301,GC_00001032
1324,MIT9322,GC_00001173
