V1	Cluster ID	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Cluster Name	Types	Size	Organisms	Length	Identity
fig|1773.30307.peg.309	UniRef90_UPI00045ACB22	97.491	837	0	2	1	816	1	837	0	1285	Cluster: PE family protein	UniParc	3	Mycobacterium tuberculosis	837	0.9
fig|1773.30307.peg.309	UniRef90_UPI00045B7382	97.372	837	1	2	1	816	1	837	0	1284	Cluster: PE family protein	UniParc	1	Mycobacterium tuberculosis	837	0.9
fig|1773.30307.peg.3652	UniRef90_P62588	99.735	378	1	0	1	378	1	378	0	771	Cluster: GTP 3',8-cyclase 3	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	133	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium orygis 112400015; Mycobacterium canettii (strain CIPT 140010059); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis variant africanum; Mycobacterium canettii	378	0.9
fig|1773.30307.peg.3652	UniRef90_UPI001F2B9666	99.324	296	2	0	45	340	1	296	0	599	Cluster: GTP 3',8-cyclase MoaA	UniParc	1	Mycobacterium tuberculosis	296	0.9
fig|1773.30307.peg.3652	UniRef90_P9WJS2	75.439	342	84	0	37	378	18	359	0	545	Cluster: GTP 3',8-cyclase 1	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	136	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis T46; Mycobacterium canettii (strain CIPT 140010059)	359	0.9
fig|1773.30307.peg.3652	UniRef90_A0A3S4CS17	68.314	344	109	0	35	378	9	352	1.58e-174	499	Cluster: GTP 3',8-cyclase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium basiliense	352	0.9
fig|1773.30307.peg.3652	UniRef90_A0A655D2S7	99.17	241	2	0	138	378	1	241	2.99e-174	493	Cluster: Molybdenum cofactor biosynthesis protein a 3	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	241	0.9
fig|1773.30307.peg.3680	UniRef90_U2W0F6	41.379	58	26	3	3	54	530	585	0.56	37.7	Cluster: Pyridine nucleotide-disulfide oxidoreductase	UniProtKB Unreviewed (TrEMBL)	2	Oribacterium sp. oral taxon 078 str. F0263; Oribacterium sp. oral taxon 078 str. F0262	611	0.9
fig|1773.30307.peg.3680	UniRef90_A0A8H8M8N4	56.667	30	13	0	11	40	758	787	2.1	35.8	Cluster: Dolichyl-phosphate-mannose--protein mannosyltransferase	UniProtKB Unreviewed (TrEMBL)	3	Ceratobasidium sp. AG-Ba	946	0.9
fig|1773.30307.peg.3680	UniRef90_A0A7C5JF09	35.714	56	35	1	4	58	245	300	7.5	34.3	Cluster: Metallophosphatase family protein	UniProtKB Unreviewed (TrEMBL)	1	Gammaproteobacteria bacterium	510	0.9
fig|1773.30307.peg.3680	UniRef90_M9LQ88	36.957	46	29	0	10	55	203	248	9.6	33.9	Cluster: PPM-type phosphatase domain-containing protein	UniProtKB Unreviewed (TrEMBL)	3	Pseudozyma antarctica (strain T-34); Pseudozyma antarctica (Yeast); Moesziomyces aphidis (Pseudozyma aphidis)	361	0.9
fig|1773.30308.peg.1454	UniRef90_UPI001FD080EA	86.629	531	71	0	1	531	1	531	0	908	Cluster: adenylate/guanylate cyclase domain-containing protein	UniParc	1	Mycobacterium tuberculosis	539	0.9
fig|1773.30308.peg.1454	UniRef90_UPI00070A5897	99.772	438	1	0	1	438	1	438	0	872	Cluster: adenylate/guanylate cyclase domain-containing protein	UniParc	3	Mycobacterium tuberculosis; Mycobacterium canettii	438	0.9
fig|1773.30308.peg.1454	UniRef90_P9WQ31	78.008	532	116	1	2	532	4	535	0	800	Cluster: Uncharacterized protein Rv1319c	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	173	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium orygis 112400015; Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis T46	535	0.9
fig|1773.30308.peg.1454	UniRef90_UPI00045B63A5	99.75	400	1	0	1	400	1	400	0	798	Cluster: HAMP domain-containing protein	UniParc	8	Mycobacterium tuberculosis; Mycobacterium canettii	400	0.9
fig|1773.30308.peg.1454	UniRef90_UPI0005DD78AE	78.491	530	114	0	2	531	4	533	0	788	Cluster: adenylate/guanylate cyclase domain-containing protein	UniParc	13	Mycobacterium tuberculosis; Mycobacterium tuberculosis complex; Mycobacterium canettii; Streptococcus pneumoniae	557	0.9
fig|1773.30308.peg.1656	UniRef90_P71785	100	44	0	0	1	44	123	166	1.95e-22	92	Cluster: Putative methyltransferase Rv1506c	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	8	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium canettii (strain CIPT 140010059); Mycobacterium orygis 112400015; Mycobacterium tuberculosis str. Haarlem/NITR202	166	0.9
fig|1773.30308.peg.1656	UniRef90_A0A066S7S4	100	44	0	0	1	44	129	172	2.3e-22	92	Cluster: SAM-dependent methyltransferase	UniProtKB Unreviewed (TrEMBL); UniParc	40	Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	172	0.9
fig|1773.30308.peg.1656	UniRef90_A0A120J0W7	100	44	0	0	1	44	168	211	2.57e-22	93.2	Cluster: Methyltransferase domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	19	Mycobacterium tuberculosis variant africanum; Mycobacterium canettii; Mycobacterium tuberculosis; Mycobacterium mungi; Mycobacterium orygis	211	0.9
fig|1773.30308.peg.1656	UniRef90_B2HQ28	97.674	43	1	0	1	43	168	210	3.33e-21	90.1	Cluster: Methyltransferase type 12 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	10	Mycobacterium marinum (strain ATCC BAA-535 / M); Mycobacterium marinum; Mycobacterium ulcerans subsp. shinshuense; Mycobacterium pseudoshottsii JCM 15466; Mycobacterium pseudoshottsii; Mycobacterium ulcerans group	211	0.9
fig|1773.30308.peg.1656	UniRef90_A0A1X2BXW6	97.674	43	1	0	1	43	168	210	4.22e-21	89.7	Cluster: SAM-dependent methyltransferase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium riyadhense	211	0.9
fig|1773.30308.peg.1726	UniRef90_A0A0T9Z3R0	97.619	42	1	0	1	42	1	42	1.25e-4	45.4	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	96	0.9
fig|1773.30308.peg.1726	UniRef90_A0A917WRV8	36.538	52	30	2	4	53	323	373	3.6	34.7	Cluster: Fatty acid desaturase	UniProtKB Unreviewed (TrEMBL)	1	Micromonospora sonchi	380	0.9
fig|1773.30308.peg.1726	UniRef90_A0A3D0Z189	50	24	12	0	29	52	75	98	9.4	33.5	Cluster: Type IV secretion system coupling protein TraD DNA-binding domain-containing protein	UniProtKB Unreviewed (TrEMBL)	1	Clostridiales bacterium	657	0.9
fig|1773.30308.peg.1923	UniRef90_R4M2M7	100	75	0	0	1	75	139	213	4.41e-46	155	Cluster: Phospholipase C	UniProtKB Unreviewed (TrEMBL); UniParc	15	Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis	213	0.9
fig|1773.30308.peg.1923	UniRef90_UPI00254CEDD1	100	75	0	0	1	75	99	173	4.5e-46	154	Cluster: alkaline phosphatase family protein	UniParc	2	Mycobacterium tuberculosis	173	0.9
fig|1773.30308.peg.1923	UniRef90_A0A0T9VQZ8	100	75	0	0	1	75	105	179	4.79e-46	154	Cluster: Membrane-associated phospholipase B	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium tuberculosis	179	0.9
fig|1773.30308.peg.1923	UniRef90_UPI001F46103D	100	75	0	0	1	75	201	275	5.59e-46	156	Cluster: alkaline phosphatase family protein	UniParc	4	Mycobacterium tuberculosis	275	0.9
fig|1773.30308.peg.1923	UniRef90_P9WIA9	100	75	0	0	1	75	206	280	1.22e-45	155	Cluster: Phospholipase C D (Fragment)	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	95	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis; Mycobacterium orygis 112400015; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P	280	0.9
fig|1773.30308.peg.2167	UniRef90_A0A8I0EML3	98.529	68	1	0	1	68	1	68	3.12e-41	137	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL); UniParc	8	Mycobacterium canettii; Mycobacterium tuberculosis	68	0.9
fig|1773.30308.peg.2167	UniRef90_A0A1X2LPG7	70.588	68	20	0	1	68	4	71	3.08e-28	105	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium decipiens	71	0.9
fig|1773.30308.peg.2167	UniRef90_UPI001CD1A510	66.176	68	23	0	1	68	1	68	1.95e-25	97.8	Cluster: hypothetical protein	UniParc	2	Mycobacterium simulans	68	0.9
fig|1773.30308.peg.2167	UniRef90_A0A1X2AW13	64.706	68	24	0	1	68	1	68	2.16e-24	95.5	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium riyadhense	68	0.9
fig|1773.30308.peg.2167	UniRef90_A0A1W9ZY58	66.176	68	22	1	1	68	1	67	2.97e-22	89.7	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium angelicum	67	0.9
fig|1773.30308.peg.2320	UniRef90_P59801	100	108	0	0	1	108	1	108	1.27e-70	215	Cluster: Insertion element IS6110 uncharacterized 12.0 kDa protein	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	49	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis variant microti; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis T46; Mycobacterium tuberculosis str. Haarlem/NITR202	108	0.9
fig|1773.30308.peg.2320	UniRef90_UPI0004598EE0	100	104	0	0	1	104	1	104	7.67e-67	206	Cluster: transposase	UniParc	3	Mycobacterium tuberculosis	136	0.9
fig|1773.30308.peg.2320	UniRef90_A0A1A3PXZ5	89.815	108	11	0	1	108	1	108	7.44e-63	195	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium sp. 1245111.1; Mycobacterium tuberculosis	108	0.9
fig|1773.30308.peg.2320	UniRef90_A0A1E3S2W7	92.233	103	8	0	1	103	1	103	1.98e-59	187	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium intermedium	126	0.9
fig|1773.30308.peg.2320	UniRef90_V7MV11	85.849	106	15	0	1	106	1	106	4.94e-59	186	Cluster: Transposase IS3	UniProtKB Unreviewed (TrEMBL)	4	Mycobacterium avium subsp. hominissuis 10-5606; Mycobacterium avium subsp. hominissuis; Mycobacterium avium 05-4293; Mycobacterium bouchedurhonense	108	0.9
fig|1773.30308.peg.2599	UniRef90_P0DOB0	95.918	98	4	0	1	98	1	98	4.26e-64	197	Cluster: ESAT-6-like protein EsxJ	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	68	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2)	98	0.9
fig|1773.30308.peg.2599	UniRef90_P9WNJ6	95.918	98	4	0	1	98	1	98	8.14e-64	197	Cluster: ESAT-6-like protein EsxK	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	25	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis EAI5; Mycobacterium bourgelatii	98	0.9
fig|1773.30308.peg.2599	UniRef90_P9WNJ7	94.898	98	5	0	1	98	1	98	2.97e-63	195	Cluster: ESAT-6-like protein EsxK	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	327	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P	98	0.9
fig|1773.30308.peg.2599	UniRef90_UPI00045B126C	94.898	98	5	0	1	98	1	98	3.07e-63	195	Cluster: type VII secretion system ESX-5 protein EsxJ	UniParc	1	Mycobacterium tuberculosis	98	0.9
fig|1773.30308.peg.2599	UniRef90_A0A7G1I7V9	95.918	98	4	0	1	98	1	98	4.32e-63	195	Cluster: ESAT-6-like protein	UniProtKB Unreviewed (TrEMBL); UniParc	32	Mycobacterium kansasii; Mycobacterium pseudokansasii; Mycobacterium persicum; Mycobacterium kansasii 824; Mycobacterium kansasii ATCC 12478; Mycobacterium kansasii 662; Mycobacterium bourgelatii; Mycobacterium basiliense; Mycobacterium simiae (Mycobacterium habana); Mycobacterium palustre	98	0.9
fig|1773.30308.peg.3315	UniRef90_UPI001BFFE8C3	100	51	0	0	1	51	24	74	4.79e-27	101	Cluster: hypothetical protein	UniParc	4	Mycobacterium tuberculosis	74	0.9
fig|1773.30308.peg.3315	UniRef90_UPI001F219EF3	100	33	0	0	19	51	27	59	1.82e-13	66.6	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	59	0.9
fig|1773.30308.peg.3315	UniRef90_UPI00045987AE	100	33	0	0	19	51	5	37	4.56e-13	66.6	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	90	0.9
fig|1773.30308.peg.3315	UniRef90_R4M9K2	100	33	0	0	19	51	109	141	4.96e-13	67.8	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis str. Haarlem/NITR202	141	0.9
fig|1773.30308.peg.3315	UniRef90_R4MC93	96.667	30	1	0	22	51	1	30	6.44e-11	59.7	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	3	Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis EAI5	30	0.9
fig|1773.30308.peg.3317	UniRef90_UPI001F3D7197	100	294	0	0	1	294	92	385	0	604	Cluster: IS3 family transposase	UniParc	1	Mycobacterium tuberculosis	385	0.9
fig|1773.30308.peg.3317	UniRef90_UPI0009B9197F	99.66	294	1	0	1	294	3	296	0	600	Cluster: IS3-like element IS987 family transposase	UniParc	2	Mycobacterium tuberculosis	296	0.9
fig|1773.30308.peg.3317	UniRef90_A0A0H4B978	99.66	294	1	0	1	294	35	328	0	600	Cluster: Transposase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	32	Mycobacterium tuberculosis	328	0.9
fig|1773.30308.peg.3317	UniRef90_A5U601	99.32	294	2	0	1	294	1	294	0	600	Cluster: IS6110 transposase	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis	294	0.9
fig|1773.30308.peg.3317	UniRef90_A0A120J3H3	100	291	0	0	4	294	2	292	0	597	Cluster: Integrase catalytic domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis	292	0.9
fig|1773.30308.peg.3443	UniRef90_A0A0T9BAQ3	100	87	0	0	1	87	1	87	3.83e-54	171	Cluster: PPE family protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis	87	0.9
fig|1773.30308.peg.3443	UniRef90_R4MCI2	100	73	0	0	1	73	1	73	8.19e-45	150	Cluster: PPE family protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis CAS/NITR204	148	0.9
fig|1773.30308.peg.3443	UniRef90_Q6MX07	65.909	132	0	1	1	87	1	132	4.76e-32	117	Cluster: Uncharacterized PPE family protein PPE50	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis EAI5	132	0.9
fig|1773.30308.peg.3443	UniRef90_A0A7G1IKN1	67.073	82	25	1	1	80	1	82	2.44e-27	106	Cluster: PPE domain-containing protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium kansasii	171	0.9
fig|1773.30308.peg.3443	UniRef90_UPI00045B5323	93.151	73	5	0	1	73	1	73	9.75e-27	102	Cluster: PPE domain-containing protein	UniParc	1	Mycobacterium tuberculosis	95	0.9
fig|1773.30308.peg.3741	UniRef90_A0A9E4ZM92	43.243	37	16	1	10	41	920	956	5.7	33.5	Cluster: type I site-specific deoxyribonuclease	UniProtKB Unreviewed (TrEMBL); UniParc	2	Methanoculleus sp. Afa-1; Methanoculleus chikugoensis	985	0.9
fig|1773.30308.peg.3767	UniRef90_A0A0H3LLT3	97.059	34	1	0	1	34	6	39	1.62e-14	68.2	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	7	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis; Mycobacterium orygis 112400015; Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis EAI5	39	0.9
fig|1773.30308.peg.3768	UniRef90_E0YJK5	100	176	0	0	1	176	1	176	9.26e-125	357	Cluster: Conserved protein of uncharacterized function, PPE family protein	UniProtKB Unreviewed (TrEMBL); UniParc	75	Mycobacterium tuberculosis; Mycobacterium tuberculosis variant africanum K85; Mycobacterium orygis 112400015; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis T46; Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Staphylococcus aureus; Mycobacterium tuberculosis complex; Mycobacterium canettii	176	0.9
fig|1773.30308.peg.3768	UniRef90_R4MN49	97.126	174	5	0	1	174	1	174	2.98e-119	345	Cluster: PPE family protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis CAS/NITR204	232	0.9
fig|1773.30308.peg.3768	UniRef90_UPI00158CE5E6	90.341	176	17	0	1	176	1	176	7.23e-111	322	Cluster: PPE family protein	UniParc	8	Mycobacterium tuberculosis	178	0.9
fig|1773.30308.peg.3768	UniRef90_UPI0005DAB692	84.659	176	27	0	1	176	1	176	2.35e-103	303	Cluster: PPE family protein	UniParc	2	Mycobacterium tuberculosis	179	0.9
fig|1773.30308.peg.3768	UniRef90_UPI00045A7D64	81.25	176	33	0	1	176	1	176	2.74e-97	288	Cluster: PPE family protein	UniParc	10	Mycobacterium tuberculosis	178	0.9
fig|1773.30308.peg.3776	UniRef90_UPI001F30FE5C	100	42	0	0	1	42	144	185	3.01e-22	92	Cluster: PE/PPE C-terminal domain-containing protein	UniParc	10	Mycobacterium tuberculosis	185	0.9
fig|1773.30308.peg.3776	UniRef90_UPI001F429963	73.333	30	8	0	1	30	5	34	3.25e-6	50.1	Cluster: PE family protein	UniParc	15	Mycobacterium tuberculosis	146	0.9
fig|1773.30308.peg.3776	UniRef90_UPI002044DE86	73.333	30	8	0	1	30	43	72	5.7e-6	49.7	Cluster: PE family protein	UniParc	46	Mycobacterium tuberculosis; Mycobacterium tuberculosis complex	184	0.9
fig|1773.30308.peg.3776	UniRef90_UPI000459BD5A	90	20	2	0	22	41	26	45	0.018	40	Cluster: PE family protein	UniParc	2	Mycobacterium tuberculosis	146	0.9
fig|1773.30308.peg.3776	UniRef90_UPI0020740247	66.667	24	8	0	7	30	1	24	0.79	35.4	Cluster: PE domain-containing protein	UniParc	1	Mycobacterium tuberculosis	120	0.9
fig|1773.30308.peg.3858	UniRef90_A0A1K2XNY2	100	89	0	0	1	89	45	133	2.8e-38	133	Cluster: PE-PGRS family protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	133	0.9
fig|1773.30308.peg.3858	UniRef90_UPI0009214F27	100	89	0	0	1	89	88	176	5.48e-38	134	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	176	0.9
fig|1773.30308.peg.3858	UniRef90_UPI0021BC2391	100	89	0	0	1	89	100	188	1.32e-37	133	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	188	0.9
fig|1773.30308.peg.3858	UniRef90_UPI00235027C9	98.876	89	1	0	1	89	15	103	3.5e-37	129	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	103	0.9
fig|1773.30308.peg.3858	UniRef90_UPI0018658B7B	97.753	89	2	0	1	89	51	139	3.51e-36	128	Cluster: hypothetical protein	UniParc	5	Mycobacterium tuberculosis	139	0.9
fig|1773.30308.peg.3864	UniRef90_R4MJG4	100	174	0	0	1	174	45	218	9.05e-124	356	Cluster: Fatty-acid-CoA ligase fadD18	UniProtKB Unreviewed (TrEMBL); UniParc	15	Mycobacterium tuberculosis CAS/NITR204; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis variant africanum K85	218	0.9
fig|1773.30308.peg.3864	UniRef90_A0A655FUH8	98.844	173	2	0	1	173	1	173	1.78e-121	348	Cluster: Fatty-acid-CoA ligase	UniProtKB Unreviewed (TrEMBL); UniParc	7	Mycobacterium tuberculosis; Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis EAI5	174	0.9
fig|1773.30308.peg.3864	UniRef90_UPI00054CC585	99.401	167	1	0	7	173	74	240	2.79e-117	340	Cluster: AMP-binding protein	UniParc	1	Mycobacterium tuberculosis	241	0.9
fig|1773.30308.peg.3864	UniRef90_UPI00061C85CF	99.401	167	1	0	7	173	206	372	3.76e-116	343	Cluster: AMP-binding protein	UniParc	1	Mycobacterium tuberculosis	373	0.9
fig|1773.30308.peg.3864	UniRef90_Q7TWB7	98.81	168	2	0	6	173	380	547	1.19e-113	342	Cluster: Medium/long-chain-fatty-acid--CoA/3-oxocholest-4-en-26-oate--CoA ligase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	391	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P	548	0.9
